,Cam,Police,Visibility,Population,Safety
380,0,0,3,0,0
381,0,0,3,0,0
382,0,0,3,0,0
383,0,0,3,0,0
384,0,0,3,0,0
385,0,0,3,0,0
386,0,0,3,0,0
387,0,0,3,0,0
388,0,0,3,0,0
389,0,0,3,0,0
390,0,0,3,0,0
391,0,0,3,0,0
392,0,0,3,0,0
393,0,0,3,0,0
394,0,0,3,0,0
395,0,0,3,0,0
396,0,0,3,0,0
397,0,0,3,0,0
398,0,0,3,0,0
399,0,0,3,0,0
400,0,0,3,0,0
401,0,0,3,0,0
402,0,0,3,0,0
403,0,0,3,0,0
404,0,0,3,0,0
405,0,0,3,0,0
406,0,0,3,0,0
407,0,0,3,0,0
408,0,0,3,0,0
409,0,0,3,0,0
410,0,0,3,0,0
411,0,0,3,0,0
412,0,0,3,0,0
413,0,0,3,0,0
414,0,0,3,0,0
415,0,0,3,0,0
416,0,0,3,0,0
417,0,0,3,1,2
418,0,0,3,1,2
419,0,0,3,1,2
420,0,0,3,1,2
421,0,0,3,1,2
422,0,0,3,1,2
423,0,0,3,1,2
424,0,0,3,1,2
425,0,0,3,1,2
426,0,0,3,1,2
427,0,0,3,1,2
428,0,0,3,1,2
429,0,0,3,1,2
430,0,0,3,1,2
431,0,0,3,1,2
432,0,0,3,1,2
433,0,0,3,1,2
434,0,0,3,1,2
435,0,0,3,1,2
436,0,0,3,1,2
437,0,0,3,1,2
438,0,0,3,1,2
439,0,0,3,1,2
440,0,0,3,1,2
441,0,0,3,1,2
442,0,0,3,1,2
443,0,0,3,2,3
444,0,0,3,2,3
445,0,0,3,2,3
446,0,0,3,2,3
447,0,0,3,2,3
448,0,0,3,2,3
449,0,0,3,2,3
450,0,0,3,2,3
451,0,0,3,2,3
452,0,0,3,2,3
453,0,0,3,2,3
454,0,0,3,2,3
455,0,0,3,2,3
456,0,0,3,2,3
457,0,0,3,2,3
458,0,0,3,2,3
459,0,0,3,2,3
460,0,0,3,2,3
461,0,0,3,2,3
462,0,0,3,2,3
463,0,0,3,2,3
464,0,0,3,2,3
465,0,0,3,2,3
466,0,0,3,2,3
467,0,0,3,2,3
468,0,0,3,2,3
469,0,0,3,2,3
470,0,0,3,2,3
471,0,0,3,2,3
472,0,0,3,2,3
473,0,0,3,2,3
474,0,0,3,2,3
475,0,0,3,2,3
476,0,0,3,2,3
477,0,0,3,2,3
478,0,0,3,2,3
479,0,0,3,2,3
480,0,0,3,2,3
481,0,0,3,2,3
482,0,0,3,2,3
483,0,0,3,2,3
484,0,0,3,2,3
485,0,0,3,2,3
486,0,0,3,2,3
487,0,0,3,2,3
488,0,0,3,2,3
489,0,0,3,2,3
490,0,0,3,2,3
491,0,0,3,2,3
492,0,0,3,2,3
493,0,0,4,0,1
494,0,0,4,0,1
495,0,0,4,0,1
496,0,0,4,0,1
497,0,0,4,0,1
498,0,0,4,0,1
499,0,0,4,0,1
500,0,0,4,0,1
501,0,0,4,0,1
502,0,0,4,0,1
503,0,0,4,0,1
504,0,0,4,0,1
505,0,0,4,0,1
506,0,0,4,0,1
507,0,0,4,0,1
508,0,0,4,0,1
509,0,0,4,0,1
510,0,0,4,0,1
511,0,0,4,0,1
512,0,0,4,0,1
513,0,0,4,0,1
514,0,0,4,0,1
515,0,0,4,0,1
516,0,0,4,0,1
517,0,0,4,1,3
518,0,0,4,1,3
519,0,0,4,1,3
520,0,0,4,1,3
521,0,0,4,1,3
522,0,0,4,1,3
523,0,0,4,1,3
524,0,0,4,1,3
525,0,0,4,1,3
526,0,0,4,1,3
527,0,0,4,1,3
528,0,0,4,1,3
529,0,0,4,1,3
530,0,0,4,1,3
531,0,0,4,1,3
532,0,0,4,1,3
533,0,0,4,1,3
534,0,0,4,1,3
535,0,0,4,1,3
536,0,0,4,1,3
537,0,0,4,1,3
538,0,0,4,1,3
539,0,0,4,1,3
540,0,0,4,1,3
541,0,0,4,1,3
542,0,0,4,1,3
543,0,0,4,1,3
544,0,0,4,1,3
545,0,0,4,1,3
546,0,0,4,1,3
547,0,0,4,1,3
548,0,0,4,1,3
549,0,0,4,1,3
550,0,0,4,1,3
551,0,0,4,1,3
552,0,0,4,1,3
553,0,0,4,1,3
554,0,0,4,1,3
555,0,0,4,1,3
556,0,0,4,1,3
557,0,0,4,1,3
558,0,0,4,1,3
559,0,0,4,1,3
560,0,0,4,1,3
561,0,0,4,1,3
562,0,0,4,1,3
563,0,0,4,1,3
564,0,0,4,1,3
565,0,0,4,1,3
566,0,0,4,1,3
567,0,0,4,2,4
568,0,0,4,2,4
569,0,0,4,2,4
570,0,0,4,2,4
571,0,0,4,2,4
572,0,0,4,2,4
573,0,0,4,2,4
574,0,0,4,2,4
575,0,0,4,2,4
576,0,0,4,2,4
577,0,0,4,2,4
578,0,0,4,2,4
579,0,0,4,2,4
580,0,0,4,2,4
581,0,0,4,2,4
582,0,0,4,2,4
583,0,0,4,2,4
584,0,0,4,2,4
585,0,0,4,2,4
586,0,0,4,2,4
587,0,0,4,2,4
588,0,0,4,2,4
589,0,0,4,2,4
590,0,0,4,2,4
591,0,0,4,2,4
592,0,0,4,2,4
593,0,0,4,2,4
594,0,0,4,2,4
595,0,0,4,2,4
596,0,0,4,2,4
597,0,0,4,2,4
598,0,0,4,2,4
599,0,0,4,2,4
600,0,0,4,2,4
601,0,0,4,2,4
602,0,0,4,2,4
603,0,0,4,2,4
604,0,0,4,2,4
605,0,0,4,2,4
606,0,0,4,2,4
607,0,0,4,2,4
608,0,0,4,2,4
609,0,0,4,2,4
610,0,0,4,2,4
611,0,0,4,2,4
612,0,0,4,2,4
613,0,0,4,2,4
614,0,0,4,2,4
615,0,0,4,2,4
616,0,0,4,2,4
617,0,0,4,2,4
618,0,0,4,2,4
619,0,0,4,2,4
620,0,0,4,2,4
621,0,0,4,2,4
622,0,0,4,2,4
623,0,1,0,0,0
624,0,1,0,0,0
625,0,1,0,0,0
626,0,1,0,0,0
627,0,1,0,0,0
628,0,1,0,0,0
629,0,1,0,0,0
630,0,1,0,0,0
631,0,1,0,0,0
632,0,1,0,0,0
633,0,1,0,0,0
634,0,1,0,0,0
635,0,1,0,0,0
636,0,1,0,0,0
637,0,1,0,0,0
638,0,1,0,0,0
639,0,1,0,0,0
640,0,1,0,0,0
641,0,1,0,0,0
642,0,1,0,0,0
643,0,1,0,0,0
644,0,1,0,0,0
645,0,1,0,0,0
646,0,1,0,0,0
647,0,1,0,0,0
648,0,1,0,0,0
649,0,1,0,0,0
650,0,1,0,0,0
651,0,1,0,0,0
652,0,1,0,0,0
653,0,1,0,0,0
654,0,1,0,0,0
655,0,1,0,0,0
656,0,1,0,0,0
657,0,1,0,0,0
658,0,1,0,0,0
659,0,1,0,0,0
660,0,1,0,0,0
661,0,1,0,0,0
662,0,1,0,0,0
663,0,1,0,0,0
664,0,1,0,0,0
665,0,1,0,0,0
666,0,1,0,0,0
667,0,1,0,0,0
668,0,1,0,0,0
669,0,1,0,0,0
670,0,1,0,0,0
671,0,1,0,0,0
672,0,1,0,0,0
673,0,1,0,0,0
674,0,1,0,0,0
675,0,1,0,0,0
676,0,1,0,0,0
677,0,1,0,0,0
678,0,1,0,0,0
679,0,1,0,0,0
680,0,1,0,0,0
681,0,1,0,0,0
682,0,1,0,1,0
683,0,1,0,1,0
684,0,1,0,1,0
685,0,1,0,1,0
686,0,1,0,1,0
687,0,1,0,1,0
688,0,1,0,1,0
689,0,1,0,1,0
690,0,1,0,1,0
691,0,1,0,1,0
692,0,1,0,1,0
693,0,1,0,1,0
694,0,1,0,1,0
695,0,1,0,1,0
696,0,1,0,1,0
697,0,1,0,1,0
698,0,1,0,1,0
699,0,1,0,1,0
700,0,1,0,1,0
701,0,1,0,1,0
702,0,1,0,1,0
703,0,1,0,1,0
704,0,1,0,1,0
705,0,1,0,1,0
706,0,1,0,1,0
707,0,1,0,1,0
708,0,1,0,1,0
709,0,1,0,1,0
710,0,1,0,1,0
711,0,1,0,1,0
712,0,1,0,1,0
713,0,1,0,1,0
714,0,1,0,1,0
715,0,1,0,1,0
716,0,1,0,1,0
717,0,1,0,1,0
718,0,1,0,1,0
719,0,1,0,1,0
720,0,1,0,1,0
721,0,1,0,1,0
722,0,1,0,1,0
723,0,1,0,1,0
724,0,1,0,1,0
725,0,1,0,1,0
726,0,1,0,1,0
727,0,1,0,1,0
728,0,1,0,1,0
729,0,1,0,1,0
730,0,1,0,1,0
731,0,1,0,1,0
732,0,1,0,1,0
733,0,1,0,1,0
734,0,1,0,1,0
735,0,1,0,1,0
736,0,1,0,1,0
737,0,1,0,1,0
738,0,1,0,1,0
739,0,1,0,1,0
740,0,1,0,1,0
741,0,1,0,2,1
742,0,1,0,2,1
743,0,1,0,2,1
744,0,1,0,2,1
745,0,1,0,2,1
746,0,1,0,2,1
747,0,1,0,2,1
748,0,1,0,2,1
749,0,1,0,2,1
750,0,1,0,2,1
751,0,1,0,2,1
752,0,1,0,2,1
753,0,1,0,2,1
754,0,1,0,2,1
755,0,1,0,2,1
756,0,1,0,2,1
757,0,1,0,2,1
758,0,1,0,2,1
759,0,1,0,2,1
760,0,1,0,2,1
761,0,1,0,2,1
762,0,1,0,2,1
763,0,1,0,2,1
764,0,1,0,2,1
765,0,1,1,0,0
766,0,1,1,0,0
767,0,1,1,0,0
768,0,1,1,0,0
769,0,1,1,0,0
770,0,1,1,0,0
771,0,1,1,0,0
772,0,1,1,0,0
773,0,1,1,0,0
774,0,1,1,0,0
775,0,1,1,0,0
776,0,1,1,0,0
777,0,1,1,0,0
778,0,1,1,0,0
779,0,1,1,0,0
780,0,1,1,0,0
781,0,1,1,0,0
782,0,1,1,0,0
783,0,1,1,0,0
784,0,1,1,0,0
785,0,1,1,0,0
786,0,1,1,0,0
787,0,1,1,0,0
788,0,1,1,0,0
789,0,1,1,0,0
790,0,1,1,0,0
791,0,1,1,0,0
792,0,1,1,0,0
793,0,1,1,0,0
794,0,1,1,0,0
795,0,1,1,0,0
796,0,1,1,0,0
797,0,1,1,0,0
798,0,1,1,0,0
799,0,1,1,0,0
800,0,1,1,0,0
801,0,1,1,0,0
802,0,1,1,0,0
803,0,1,1,0,0
804,0,1,1,0,0
805,0,1,1,0,0
806,0,1,1,0,0
807,0,1,1,0,0
808,0,1,1,0,0
809,0,1,1,0,0
810,0,1,1,0,0
811,0,1,1,0,0
812,0,1,1,0,0
813,0,1,1,0,0
814,0,1,1,0,0
815,0,1,1,0,0
816,0,1,1,0,0
817,0,1,1,0,0
818,0,1,1,0,0
819,0,1,1,0,0
820,0,1,1,0,0
821,0,1,1,0,0
822,0,1,1,0,0
823,0,1,1,0,0
824,0,1,1,1,1
825,0,1,1,1,1
826,0,1,1,1,1
827,0,1,1,1,1
828,0,1,1,1,1
829,0,1,1,1,1
830,0,1,1,1,1
831,0,1,1,1,1
832,0,1,1,1,1
833,0,1,1,1,1
834,0,1,1,1,1
835,0,1,1,1,1
836,0,1,1,1,1
837,0,1,1,1,1
838,0,1,1,1,1
839,0,1,1,1,1
840,0,1,1,1,1
841,0,1,1,1,1
842,0,1,1,1,1
843,0,1,1,1,1
844,0,1,1,1,1
845,0,1,1,1,1
846,0,1,1,1,1
847,0,1,1,1,1
848,0,1,1,2,2
849,0,1,1,2,2
850,0,1,1,2,2
851,0,1,1,2,2
852,0,1,1,2,2
853,0,1,1,2,2
854,0,1,1,2,2
855,0,1,1,2,2
856,0,1,1,2,2
857,0,1,1,2,2
858,0,1,1,2,2
859,0,1,1,2,2
860,0,1,1,2,2
861,0,1,1,2,2
862,0,1,1,2,2
863,0,1,1,2,2
864,0,1,1,2,2
865,0,1,1,2,2
866,0,1,1,2,2
867,0,1,1,2,2
868,0,1,1,2,2
869,0,1,1,2,2
870,0,1,1,2,2
871,0,1,1,2,2
872,0,1,1,2,2
873,0,1,1,2,2
874,0,1,2,0,1
875,0,1,2,0,1
876,0,1,2,0,1
877,0,1,2,0,1
878,0,1,2,0,1
879,0,1,2,0,1
880,0,1,2,0,1
881,0,1,2,0,1
882,0,1,2,0,1
883,0,1,2,0,1
884,0,1,2,0,1
885,0,1,2,0,1
886,0,1,2,0,1
887,0,1,2,0,1
888,0,1,2,0,1
889,0,1,2,0,1
890,0,1,2,0,1
891,0,1,2,0,1
892,0,1,2,0,1
893,0,1,2,0,1
894,0,1,2,0,1
895,0,1,2,0,1
896,0,1,2,0,1
897,0,1,2,0,1
898,0,1,2,1,1
899,0,1,2,1,1
900,0,1,2,1,1
901,0,1,2,1,1
902,0,1,2,1,1
903,0,1,2,1,1
904,0,1,2,1,1
905,0,1,2,1,1
906,0,1,2,1,1
907,0,1,2,1,1
908,0,1,2,1,1
909,0,1,2,1,1
910,0,1,2,1,1
911,0,1,2,1,1
912,0,1,2,1,1
913,0,1,2,1,1
914,0,1,2,1,1
915,0,1,2,1,1
916,0,1,2,1,1
917,0,1,2,1,1
918,0,1,2,1,1
919,0,1,2,1,1
920,0,1,2,1,1
921,0,1,2,1,1
922,0,1,2,2,2
923,0,1,2,2,2
924,0,1,2,2,2
925,0,1,2,2,2
926,0,1,2,2,2
927,0,1,2,2,2
928,0,1,2,2,2
929,0,1,2,2,2
930,0,1,2,2,2
931,0,1,2,2,2
932,0,1,2,2,2
933,0,1,2,2,2
934,0,1,2,2,2
935,0,1,2,2,2
936,0,1,2,2,2
937,0,1,2,2,2
938,0,1,2,2,2
939,0,1,2,2,2
940,0,1,2,2,2
941,0,1,2,2,2
942,0,1,2,2,2
943,0,1,2,2,2
944,0,1,2,2,2
945,0,1,2,2,2
946,0,1,2,2,2
947,0,1,2,2,2
948,0,1,3,0,1
949,0,1,3,0,1
950,0,1,3,0,1
951,0,1,3,0,1
952,0,1,3,0,1
953,0,1,3,0,1
954,0,1,3,0,1
955,0,1,3,0,1
956,0,1,3,0,1
957,0,1,3,0,1
958,0,1,3,0,1
959,0,1,3,0,1
960,0,1,3,0,1
961,0,1,3,0,1
962,0,1,3,0,1
963,0,1,3,0,1
964,0,1,3,0,1
965,0,1,3,0,1
966,0,1,3,0,1
967,0,1,3,0,1
968,0,1,3,0,1
969,0,1,3,0,1
970,0,1,3,0,1
971,0,1,3,0,1
972,0,1,3,1,2
973,0,1,3,1,2
974,0,1,3,1,2
975,0,1,3,1,2
976,0,1,3,1,2
977,0,1,3,1,2
978,0,1,3,1,2
979,0,1,3,1,2
980,0,1,3,1,2
981,0,1,3,1,2
982,0,1,3,1,2
983,0,1,3,1,2
984,0,1,3,1,2
985,0,1,3,1,2
986,0,1,3,1,2
987,0,1,3,1,2
988,0,1,3,1,2
989,0,1,3,1,2
990,0,1,3,1,2
991,0,1,3,1,2
992,0,1,3,1,2
993,0,1,3,1,2
994,0,1,3,1,2
995,0,1,3,1,2
996,0,1,3,1,2
997,0,1,3,1,2
998,0,1,3,2,3
999,0,1,3,2,3
1000,0,1,3,2,3
1001,0,1,3,2,3
1002,0,1,3,2,3
1003,0,1,3,2,3
1004,0,1,3,2,3
1005,0,1,3,2,3
1006,0,1,3,2,3
1007,0,1,3,2,3
1008,0,1,3,2,3
1009,0,1,3,2,3
1010,0,1,3,2,3
1011,0,1,3,2,3
1012,0,1,3,2,3
1013,0,1,3,2,3
1014,0,1,3,2,3
1015,0,1,3,2,3
1016,0,1,3,2,3
1017,0,1,3,2,3
1018,0,1,3,2,3
1019,0,1,3,2,3
1020,0,1,3,2,3
1021,0,1,3,2,3
1022,0,1,3,2,3
1023,0,1,3,2,3
1024,0,1,3,2,3
1025,0,1,3,2,3
1026,0,1,3,2,3
1027,0,1,3,2,3
1028,0,1,3,2,3
1029,0,1,3,2,3
1030,0,1,3,2,3
1031,0,1,3,2,3
1032,0,1,3,2,3
1033,0,1,3,2,3
1034,0,1,3,2,3
1035,0,1,3,2,3
1036,0,1,3,2,3
1037,0,1,3,2,3
1038,0,1,3,2,3
1039,0,1,3,2,3
1040,0,1,3,2,3
1041,0,1,3,2,3
1042,0,1,3,2,3
1043,0,1,3,2,3
1044,0,1,3,2,3
1045,0,1,3,2,3
1046,0,1,3,2,3
1047,0,1,3,2,3
1048,0,1,4,0,2
1049,0,1,4,0,2
1050,0,1,4,0,2
1051,0,1,4,0,2
1052,0,1,4,0,2
1053,0,1,4,0,2
1054,0,1,4,0,2
1055,0,1,4,0,2
1056,0,1,4,0,2
1057,0,1,4,0,2
1058,0,1,4,0,2
1059,0,1,4,0,2
1060,0,1,4,0,2
1061,0,1,4,0,2
1062,0,1,4,0,2
1063,0,1,4,0,2
1064,0,1,4,0,2
1065,0,1,4,0,2
1066,0,1,4,0,2
1067,0,1,4,0,2
1068,0,1,4,0,2
1069,0,1,4,0,2
1070,0,1,4,0,2
1071,0,1,4,0,2
1072,0,1,4,0,2
1073,0,1,4,0,2
1074,0,1,4,1,3
1075,0,1,4,1,3
1076,0,1,4,1,3
1077,0,1,4,1,3
1078,0,1,4,1,3
1079,0,1,4,1,3
1080,0,1,4,1,3
1081,0,1,4,1,3
1082,0,1,4,1,3
1083,0,1,4,1,3
1084,0,1,4,1,3
1085,0,1,4,1,3
1086,0,1,4,1,3
1087,0,1,4,1,3
1088,0,1,4,1,3
1089,0,1,4,1,3
1090,0,1,4,1,3
1091,0,1,4,1,3
1092,0,1,4,1,3
1093,0,1,4,1,3
1094,0,1,4,1,3
1095,0,1,4,1,3
1096,0,1,4,1,3
1097,0,1,4,1,3
1098,0,1,4,1,3
1099,0,1,4,1,3
1100,0,1,4,1,3
1101,0,1,4,1,3
1102,0,1,4,1,3
1103,0,1,4,1,3
1104,0,1,4,1,3
1105,0,1,4,1,3
1106,0,1,4,1,3
1107,0,1,4,1,3
1108,0,1,4,1,3
1109,0,1,4,1,3
1110,0,1,4,1,3
1111,0,1,4,1,3
1112,0,1,4,1,3
1113,0,1,4,1,3
1114,0,1,4,1,3
1115,0,1,4,1,3
1116,0,1,4,1,3
1117,0,1,4,1,3
1118,0,1,4,1,3
1119,0,1,4,1,3
1120,0,1,4,1,3
1121,0,1,4,1,3
1122,0,1,4,1,3
1123,0,1,4,1,3
1124,0,1,4,2,4
1125,0,1,4,2,4
1126,0,1,4,2,4
1127,0,1,4,2,4
1128,0,1,4,2,4
1129,0,1,4,2,4
1130,0,1,4,2,4
1131,0,1,4,2,4
1132,0,1,4,2,4
1133,0,1,4,2,4
1134,0,1,4,2,4
1135,0,1,4,2,4
1136,0,1,4,2,4
1137,0,1,4,2,4
1138,0,1,4,2,4
1139,0,1,4,2,4
1140,0,1,4,2,4
1141,0,1,4,2,4
1142,0,1,4,2,4
1143,0,1,4,2,4
1144,0,1,4,2,4
1145,0,1,4,2,4
1146,0,1,4,2,4
1147,0,1,4,2,4
1148,0,1,4,2,4
1149,0,1,4,2,4
